,0,1
0,4.766971111297607,1.6515183448791504
1,4.133277416229248,2.301734685897827
2,3.547804117202759,2.8862321376800537
3,2.969247817993164,3.4767251014709473
4,2.3603456020355225,4.099584579467773
5,1.7011950016021729,4.755265712738037
6,1.1563950777053833,5.342264652252197
7,0.9251663088798523,5.659548759460449
8,1.1367441415786743,5.2504143714904785
9,1.7954237461090088,4.543233871459961
10,2.3909871578216553,3.898301124572754
11,2.9370882511138916,3.3678853511810303
12,3.4926159381866455,2.9077281951904297
13,4.07541036605835,2.441420316696167
14,4.790291786193848,1.771708607673645
15,5.37767219543457,1.0810716152191162
16,5.630270004272461,0.704526960849762
17,5.365231990814209,0.9823974967002869
18,4.766971111297607,1.6515183448791504
19,4.133277416229248,2.301734685897827
20,3.547804117202759,2.8862321376800537
21,2.969247817993164,3.4767251014709473
22,2.3603456020355225,4.099584579467773
23,1.7011950016021729,4.755265712738037
24,1.1563950777053833,5.342264652252197
25,0.9251663088798523,5.659548759460449
26,1.1367441415786743,5.2504143714904785
27,1.7954237461090088,4.543233871459961
28,2.3909871578216553,3.898301124572754
29,2.9370882511138916,3.3678853511810303
30,3.4926159381866455,2.9077281951904297
31,4.07541036605835,2.441420316696167
32,4.790291786193848,1.771708607673645
33,5.37767219543457,1.0810716152191162
34,5.630270004272461,0.704526960849762
35,5.365231990814209,0.9823974967002869
36,4.766971111297607,1.6515183448791504
37,4.133277416229248,2.301734685897827
38,3.547804117202759,2.8862321376800537
39,2.969247817993164,3.4767251014709473
40,2.3603456020355225,4.099584579467773
41,1.7011950016021729,4.755265712738037
42,1.1563950777053833,5.342264652252197
43,0.9251663088798523,5.659548759460449
44,1.1367441415786743,5.2504143714904785
45,1.7954237461090088,4.543233871459961
46,2.3909871578216553,3.898301124572754
47,2.9370882511138916,3.3678853511810303
48,3.4926159381866455,2.9077281951904297
49,4.07541036605835,2.441420316696167
50,4.790291786193848,1.771708607673645
51,5.37767219543457,1.0810716152191162
52,5.630270004272461,0.704526960849762
53,5.365231990814209,0.9823974967002869
54,4.766971111297607,1.6515183448791504
55,4.133277416229248,2.301734685897827
56,3.547804117202759,2.8862321376800537
57,2.969247817993164,3.4767251014709473
58,2.3603456020355225,4.099584579467773
59,1.7011950016021729,4.755265712738037
60,1.1563950777053833,5.342264652252197
61,0.9251663088798523,5.659548759460449
62,1.1367441415786743,5.2504143714904785
63,1.7954237461090088,4.543233871459961
64,2.3909871578216553,3.898301124572754
65,2.9370882511138916,3.3678853511810303
66,3.4926159381866455,2.9077281951904297
67,4.07541036605835,2.441420316696167
68,4.790291786193848,1.771708607673645
69,5.37767219543457,1.0810716152191162
70,5.630270004272461,0.704526960849762
71,5.365231990814209,0.9823974967002869
72,4.766971111297607,1.6515183448791504
73,4.133277416229248,2.301734685897827
74,3.547804117202759,2.8862321376800537
75,2.969247817993164,3.4767251014709473
76,2.3603456020355225,4.099584579467773
77,1.7011950016021729,4.755265712738037
78,1.1563950777053833,5.342264652252197
79,0.9251663088798523,5.659548759460449
80,1.1367441415786743,5.2504143714904785
81,1.7954237461090088,4.543233871459961
82,2.3909871578216553,3.898301124572754
83,2.9370882511138916,3.3678853511810303
84,3.4926159381866455,2.9077281951904297
85,4.07541036605835,2.441420316696167
86,4.790291786193848,1.771708607673645
87,5.37767219543457,1.0810716152191162
88,5.630270004272461,0.704526960849762
89,5.365231990814209,0.9823974967002869
90,4.766971111297607,1.6515183448791504
91,4.133277416229248,2.301734685897827
92,3.547804117202759,2.8862321376800537
93,2.969247817993164,3.4767251014709473
94,2.3603456020355225,4.099584579467773
95,1.7011950016021729,4.755265712738037
96,1.1563950777053833,5.342264652252197
97,0.9251663088798523,5.659548759460449
98,1.1367441415786743,5.2504143714904785
99,1.7954237461090088,4.543233871459961
